date,channel,impressions,clicks,spend,conversions,revenue
2024-01-19,Paid Search,34772,1144,1490.16,44,2963.96
2023-04-15,Video,43716,313,289.56,5,378.56
2024-01-02,Video,41947,322,257.88,4,389.8
2023-05-21,Paid Search,58913,2012,2223.28,80,6930.26
2024-04-10,Paid Search,66261,1858,2507.83,76,6551.24
2024-05-17,Video,46828,362,306.46,5,339.22
2023-09-23,Display,154722,632,333.17,7,377.07
2023-10-27,Paid Search,56352,2037,2229.53,91,6307.03
2024-12-27,Email,28114,661,43.09,34,2919.0
2024-02-02,Paid Search,52625,1879,2120.57,67,4561.36
2023-04-12,Video,42370,401,353.28,6,454.57
2023-07-23,Paid Social,68283,784,573.86,16,1069.05
2023-06-06,Paid Social,98401,1132,845.99,18,1062.64
2023-01-25,Video,42747,321,272.55,6,412.69
2023-12-25,Display,251252,1052,494.97,11,587.33
2023-10-30,Paid Social,97936,973,623.75,23,1868.82
2023-03-16,Email,18607,462,29.07,26,2162.9
2024-12-27,Video,71862,677,535.83,11,725.7
2023-04-03,Display,154018,584,286.41,7,402.28
2023-11-14,Paid Social,137523,1539,1147.46,35,2528.12
2024-10-07,Video,55408,503,489.8,8,616.4
2024-11-28,Video,69026,518,895.38,13,928.68
2023-03-08,Display,122568,534,240.01,5,303.52
2023-04-23,Email,15352,432,29.01,23,1615.22
2023-04-26,Paid Social,105939,1364,884.15,34,2499.09
2023-09-09,Paid Search,49574,1875,2243.07,97,7209.8
2024-04-13,Display,191021,898,476.3,10,726.49
2023-11-06,Video,74335,627,526.58,8,564.22
2023-03-17,Paid Social,76199,873,640.49,19,1148.68
2023-04-01,Display,141696,515,245.86,6,400.99
2024-11-27,Video,62075,457,909.46,16,1138.32
2024-12-16,Paid Search,77657,2812,3425.0,122,8324.64
2023-12-03,Paid Search,65526,2070,2379.39,100,7316.8
2023-04-27,Display,133910,511,247.71,5,342.04
2023-09-14,Paid Social,90809,1118,684.67,25,1477.2
2023-11-26,Email,18100,464,55.15,32,2693.07
2023-07-15,Paid Search,39708,1552,1801.97,50,4076.99
2024-11-19,Email,26238,697,36.46,34,3114.25
2023-04-02,Video,54861,403,409.9,5,369.68
2023-07-15,Video,50816,428,447.81,6,434.73
2023-11-10,Paid Social,138621,1365,1064.8,29,2085.49
2023-10-07,Paid Search,71942,2674,3162.29,117,7925.98
2023-04-07,Paid Search,56862,2297,2776.66,100,7755.83
2023-03-01,Display,139540,549,250.06,7,405.3
2024-03-17,Paid Search,52149,1744,2817.58,99,7393.89
2024-04-10,Paid Social,94127,1312,903.35,29,1471.16
2023-09-16,Display,157678,685,327.6,7,456.02
2024-08-16,Display,163730,783,369.03,5,321.93
2023-11-08,Paid Social,129749,1677,1123.42,31,2126.25
2024-10-16,Video,61657,451,395.36,7,472.64
2023-08-26,Email,14416,358,18.65,16,1279.57
2023-09-19,Email,16711,382,23.54,18,1372.51
2023-11-27,Paid Search,70960,2821,6360.48,192,14626.05
2024-07-25,Display,120253,459,225.62,5,280.2
2024-08-04,Email,15152,348,19.41,17,1493.23
2023-02-23,Display,114456,453,226.09,6,347.32
2023-05-11,Paid Social,94412,1163,962.39,24,1229.84
2023-01-15,Paid Social,97172,1193,878.43,25,1665.64
2023-11-28,Email,17098,435,25.33,17,1508.31
2023-11-16,Display,184799,817,348.22,8,384.71
2024-01-16,Paid Social,84470,1039,756.6,19,1079.76
2023-11-24,Paid Search,85808,2517,5877.21,181,13833.21
2024-04-25,Display,122878,535,242.33,5,309.42
2024-07-07,Display,104310,496,280.23,5,293.94
2023-12-04,Display,233419,792,348.37,10,585.9
2024-12-24,Display,253454,1049,507.46,11,648.6
2023-08-31,Email,15778,403,21.76,18,1700.14
2023-06-15,Display,140075,504,266.01,5,337.27
2023-01-04,Paid_Search,39911,1449,1610.4,66,5122.36
2024-08-17,Paid Search,58836,2048,2451.56,75,5920.1
2024-05-05,Email,14826,382,23.28,18,1450.38
2023-01-29,Display,85109,305,162.1,2,112.27
2024-10-19,Display,164363,677,334.37,7,431.18
2024-09-23,Email,16326,434,26.56,16,1391.66
2024-07-03,Paid Search,64126,2492,2880.08,97,8155.08
2024-07-10,Paid Search,66969,2194,2740.48,103,8349.15
2024-09-19,Paid Social,120406,1392,1002.53,25,1635.62
2023-06-05,Email,15494,381,22.47,18,1298.33
2024-06-25,Paid Search,59341,2162,2063.56,90,6940.87
2023-10-15,Email,16303,331,18.04,16,1311.11
2023-09-10,Paid Search,60287,2131,2725.29,80,6209.15
2023-09-22,Paid Search,54443,1802,2158.55,57,4548.88
2024-04-03,Email,19056,518,31.19,26,2159.61
2023-01-10,Display,94144,382,185.56,3,186.09
2024-05-18,Social,139458,1391,949.59,23,1774.0
2024-10-17,Email,20763,530,32.91,35,3216.53
2024-11-01,Paid Social,150238,1536,947.55,29,1852.18
2023-01-17,Email,11751,310,20.16,15,1287.88
2023-07-08,Video,49638,384,419.11,8,561.43
2023-07-07,Paid Social,91305,1279,1277.73,34,2383.82
2024-06-01,Display,192211,759,378.25,10,549.01
2023-11-30,Paid Social,135683,1398,928.65,25,1628.53
2023-03-13,Display,145742,575,271.96,7,503.02
2023-11-13,Video,58512,431,354.54,6,408.36
2023-10-28,Paid Search,54114,1779,2373.55,75,5727.44
2024-09-22,Video,64958,492,439.43,7,524.52
2023-01-29,Email,12637,273,15.82,15,1366.09
2024-07-07,Paid Search,46255,1349,1862.46,61,5138.79
2023-02-20,Display,122971,463,217.01,4,220.86
2023-09-07,Email,22286,473,31.34,22,2160.07
2024-04-12,Paid Search,62951,2906,3727.96,136,11542.11
2023-12-11,Paid Search,99094,3016,3432.32,161,14056.62
2023-09-04,Video,46662,394,342.56,6,371.56
2023-10-11,Display,167396,763,361.81,8,412.11
2023-11-01,Video,58807,516,419.9,7,500.51
2024-08-08,Email,17779,494,28.3,27,2399.9
2024-11-17,Paid Social,153661,1720,1144.34,39,2524.34
2024-02-14,Video,45235,373,301.83,6,381.28
2024-04-04,Display,163139,729,-394.36,9,513.22
2024-12-18,Paid Social,184116,2011,1455.83,28,1626.9
2023-06-16,Paid Search,56544,2313,2536.14,87,6293.85
2024-08-30,Paid Social,93113,1167,740.23,26,1607.87
2023-07-01,Video,48857,376,386.08,8,628.6
2024-12-20,Email,33273,805,49.25,39,3970.58
2024-02-12,Display,128968,478,239.14,5,272.8
2023-08-01,Email,16547,402,21.86,27,2195.21
2024-03-15,Paid Search,48010,1650,2576.9,83,5968.26
2024-09-02,Video,60052,522,465.71,7,504.09
2023-01-22,Paid Search,39097,1244,1452.86,56,3675.07
2023-02-24,Email,20371,516,29.84,25,1899.43
2024-02-19,Display,146140,617,315.32,6,380.67
2023-12-15,Paid Social,155904,1955,1503.46,30,2196.06
2023-12-21,Display,192879,751,367.09,10,557.58
2023-06-20,Video,43257,314,319.35,4,300.57
2024-08-27,Email,18443,479,25.61,24,2100.15
2024-05-11,Paid Social,118402,1278,757.19,25,1878.13
2024-09-22,Display,177724,676,367.33,7,526.73
2023-07-08,Display,116179,457,306.69,8,454.71
2024-04-06,Display,198284,844,429.8,7,418.7
2024-04-27,Paid Social,120974,1548,1147.78,26,1534.79
2023-03-24,Display,109926,447,233.54,3,168.5
2023-09-11,Display,150240,502,251.64,6,411.39
2023-11-10,PaidSearch,69504,2165,2631.9,97,6455.64
2024-05-02,Paid Search,56966,1807,2216.88,84,6467.55
2023-08-18,Paid Search,56136,2060,2397.17,96,8300.55
2024-03-17,Display,107889,460,301.43,6,334.26
2023-10-16,Video,51177,408,373.26,6,424.19
2023-03-09,Video,47308,433,402.27,4,254.3
2023-06-05,Video,52391,454,413.33,7,420.08
2023-10-14,Paid Search,55818,1780,1992.68,56,4472.74
2024-12-04,Display,217712,968,452.19,12,656.29
2023-02-26,Video,34975,300,244.64,5,332.05
2023-07-11,Display,123812,566,257.52,5,309.99
2023-12-06,Display,290976,1222,580.74,8,392.07
2023-03-21,Paid Social,98332,1168,844.13,22,1514.2
2024-06-15,Video,52180,437,399.51,8,627.11
2024-03-07,Paid Search,64319,2327,2617.3,103,7458.07
2024-08-20,Email,14608,352,18.28,19,1828.76
2024-03-04,Video,58702,478,400.01,5,385.6
2024-10-26,Email,18291,505,32.48,28,2909.47
2024-09-29,Paid Social,153030,1697,1260.63,34,2138.74
2024-09-12,Paid Search,58821,1954,2496.01,92,7125.43
2024-06-27,Video,56567,487,382.8,8,565.78
2023-02-28,Display,120969,417,223.2,4,219.76
2024-09-06,Video,43405,300,281.85,4,268.64
2023-07-25,paid_social,100683,1220,812.47,22,1340.12
2024-04-19,Paid Social,109644,1327,882.27,30,1564.56
04/16/2024,Paid Social,84742,1091,811.79,22,1311.16
2023-12-29,Video,77405,584,525.71,10,804.77
2023-08-25,Display,128688,632,327.8,7,389.57
2023-06-06,Video,44956,308,243.4,5,322.05
2023-05-11,Paid Search,71255,2451,3361.03,83,6865.58
2024-06-05,Paid Search,54101,1715,2025.9,78,5325.86
2023-08-13,Paid Social,104123,1148,723.88,23,1499.73
2023-07-02,Paid Social,93526,825,585.82,18,1223.35
2023-05-09,Paid Social,99593,1164,772.93,30,1913.65
2023-10-24,Display,128033,596,323.15,6,353.83
2024-08-07,Paid Social,94425,1201,730.3,19,1296.97
2024-06-14,Video,53803,378,326.83,5,406.09
2024-01-23,Display,113792,445,219.68,5,400.71
2023-05-08,Paid Search,55102,1892,2076.92,83,6822.63
2023-10-12,Paid Search,62382,2138,-2647.02,106,8419.28
2024-10-08,Email,26395,748,44.78,33,2906.38
2023-09-05,Paid Social,104918,1087,696.68,19,1133.81
2024-09-15,Paid Search,65482,2144,2541.45,76,5232.1
2024-01-28,Email,11290,301,16.75,18,1478.92
2024-11-19,Paid Search,106403,3741,4512.24,141,12284.2
2023-04-20,Video,46601,425,366.78,7,499.03
2024-09-27,Paid Social,107280,1314,990.08,22,1488.3
2024-03-13,Email,21191,623,47.74,38,3707.94
2023-09-22,Paid Social,91569,1115,816.37,26,1573.79
2023-12-03,Video,77870,645,583.91,9,656.19
2024-08-09,Video,39995,318,282.63,4,296.88
2023-10-28,Video,59113,442,357.26,7,539.43
2023-01-09,Video,32208,246,213.47,3,222.88
2024-09-02,Paid Search,74668,2380,2656.84,94,7008.55
2024-04-03,Paid Search,65568,2572,3398.12,97,8500.79
2024-06-05,Video,49684,378,292.02,5,343.57
2024-09-25,Display,154162,540,308.38,5,319.46
2024-04-07,Paid Search,61837,2226,2980.32,90,7377.06
2023-04-22,Display,139623,549,257.76,6,345.94
2023-03-03,Paid Social,102783,1410,1028.68,26,1650.01
2024-05-19,Paid Search,56334,2356,2779.26,72,6786.43
2023-11-05,Paid Search,65321,2487,3041.51,98,8760.97
2024-10-29,Display,203843,842,400.45,9,441.43
2023-12-30,Paid Search,74851,2800,3620.28,120,9119.02
2024-08-02,Paid Search,49757,1921,2319.74,68,5750.67
2023-04-16,Paid Search,47391,1918,2325.94,80,7296.92
2023-09-01,Display,136978,545,332.18,5,306.59
2024-08-20,Video,53834,527,491.94,7,537.67
2024-02-06,Paid Social,94421,1161,795.69,24,1724.42
2024-05-22,Paid Search,72883,2339,2465.24,103,8557.49
2023-10-08,Paid Social,118197,1380,936.34,28,1826.27
2023-03-12,Email,12763,13103,15.47,15,1152.35
2023-08-04,Paid Social,83495,973,814.89,14,875.34
2023-09-29,Display,105112,410,213.67,4,232.84
2023-10-31,Display,135117,552,291.89,4,248.45
2024-12-09,Display,265106,1348,670.03,13,662.07
2024-08-28,Paid Social,102783,1060,664.22,20,1265.59
2024-12-17,Video,66521,576,527.02,9,787.54
2023-12-14,Display,205622,896,589.73,10,538.89
2024-05-27,Email,17682,428,24.05,21,1587.17
2024-02-26,Email,20188,528,29.44,27,2668.06
2023-07-08,Paid Search,46046,1761,3076.94,118,9474.22
2023-01-03,Video,40466,365,329.89,4,288.8
2024-12-08,Video,80898,570,524.11,7,456.88
2023-12-12,Video,70814,561,465.99,7,475.58
2023-04-03,Video,47345,347,330.22,5,385.92
2024-12-17,Email,24939,594,39.7,24,2041.38
2024-07-10,Email,21680,606,35.34,29,2605.31
2024-12-07,Display,232378,908,511.31,8,431.78
2023-08-24,Email,18032,411,22.81,22,1787.39
2024-01-19,Display,109849,389,182.19,3,166.84
2024-01-28,Display,125751,493,230.44,5,280.94
2023-09-03,Paid Social,102902,1269,844.75,24,1630.39
2024-03-11,Video,41581,398,492.89,7,458.99
2023-09-03,Display,139637,577,339.33,7,418.53
2023-02-01,Video,35062,293,257.29,4,289.54
2024-12-28,Display,278353,1118,556.26,8,467.44
2023-05-12,Paid Social,98211,1183,830.98,25,1620.35
2024-03-18,Paid Social,81475,950,739.35,20,1590.65
2023-07-09,Display,128309,544,358.89,8,476.91
2024-09-01,Paid Social,111659,1594,1003.57,41,2407.41
2023-10-09,Paid Search,69529,2497,3156.78,100,8210.75
2023-02-17,Display,141507,583,286.29,7,425.58
2023-11-05,Video,64510,492,393.66,7,511.41
2024-01-20,Paid Social,91960,1149,774.34,20,1440.52
2023-12-20,Paid_Search,86133,2669,3426.01,93,9607.17
2023-10-31,Paid Social,116238,1382,934.54,24,1916.81
2023-12-05,Video,68535,587,488.47,8,561.71
2023-01-01,Paid Social,85363,1001,816.73,17,1105.48
2024-12-15,Paid Social,183076,1936,1414.96,34,2422.54
2024-12-03,Paid Search,103306,3145,3589.76,148,11963.27
2024-09-06,Email,22333,526,29.99,26,2014.11
2024-12-01,Video,90703,701,1375.36,20,1749.26
2023-07-05,Email,13739,340,31.48,19,1429.93
2023-06-10,Paid Search,43762,1374,1694.89,58,5145.54
2023-05-27,Email,15007,370,21.69,17,1386.39
2023-11-18,Display,186208,789,411.84,8,415.89
2024-12-22,Video,107218,892,830.4,11,880.07
2023-08-09,Video,47627,326,280.65,4,356.86
2023-08-05,Display,124387,462,226.87,4,243.49
2024-02-11,paid_social,82195,1150,898.32,25,1485.72
2024-10-16,Paid Social,105243,1104,758.71,20,1326.96
2024-04-12,Paid Social,79872,1051,750.14,20,1180.27
2024-12-12,Display,204949,881,349.91,10,481.07
2024-05-16,Paid Search,71660,2920,3606.04,134,10135.87
2024-06-09,Display,155602,620,330.13,6,300.87
2023-04-27,Video,46829,395,377.06,5,387.34
2023-06-12,Paid Search,52559,1736,2125.77,64,4688.11
2024-11-06,Email,25457,658,40.0,25,2229.05
2024-09-20,Display,159739,589,300.94,6,339.71
2023-12-12,Display,259662,900,502.14,8,438.54
2023-07-05,Paid Search,62457,2149,3731.83,116,9116.77
2024-04-04,Paid Search,69485,3145,3554.22,117,8850.87
2024-08-06,Video,55037,467,410.25,6,441.02
2023-05-08,Video,46621,372,305.97,5,338.34
2023-10-04,Paid Social,88530,1141,750.91,18,1045.6
2023-10-05,Paid Social,105728,1168,842.57,18,945.82
2023-11-22,Video,58520,509,924.3,12,850.0
2023-02-02,Video,40956,301,265.69,5,333.58
2024-07-13,Video,53626,459,404.34,9,700.49
2023-05-09,Video,38926,296,244.32,5,384.6
2024-07-10,Paid Social,94772,1244,950.36,28,2097.58
2024-01-04,Paid Search,46498,1629,2097.2,52,3557.89
2024-03-13,Paid Social,92461,1079,981.0,30,2251.82
2024-11-02,Paid Social,129857,1467,994.48,28,1847.85
2024-12-06,Display,227311,864,460.18,9,486.34
2024-08-10,Paid Social,111847,1594,1188.25,38,2323.69
2024-05-08,Paid Search,58342,1954,2606.48,86,6718.83
2023-08-20,Paid_Search,47159,1651,2228.97,46,3113.75
2023-12-25,Video,65889,607,498.69,10,723.4
2023-11-30,Paid Search,69429,2485,2982.48,104,7564.58
2023-01-14,Display,102721,369,158.84,3,169.59
2024-09-08,Video,64269,501,426.18,6,448.17
2023-02-27,Paid Social,81822,952,623.2,21,1544.75
2024-02-12,Paid Social,112336,1301,891.31,32,2221.67
2024-02-24,Display,111469,436,192.29,5,248.86
2024-08-26,Video,44527,405,372.12,5,456.17
2024-01-16,Paid Search,46854,1825,2298.22,72,5974.68
2024-09-17,Email,17970,454,26.62,22,1850.02
2024-03-25,Video,52849,404,389.52,6,505.9
2023-03-09,Paid Search,45991,1505,1851.65,72,5968.5
2024-02-17,Display,151021,593,290.39,6,379.92
2023-07-17,Video,36636,309,287.46,5,380.96
2024-04-22,Paid Search,58062,1730,2190.06,82,6367.29
2023-03-04,Email,16197,477,26.81,23,1877.84
2024-04-14,Video,62212,497,407.17,7,512.95
2023-05-11,Video,46694,417,384.28,6,434.89
2024-03-17,Paid Social,128395,1738,1455.67,49,2997.26
2023-03-21,Email,16614,460,28.74,29,2606.09
2024-03-14,Email,18045,357,27.63,25,2368.99
2024-07-04,Paid Social,102051,1172,804.22,20,1218.39
2024-03-01,Paid Search,61136,2668,3070.22,114,9894.69
2023-05-21,Display,151762,512,259.05,4,213.1
2024-11-29,Display,202846,768,699.99,13,719.11
2023-07-27,Paid Search,50182,1938,2224.11,87,7261.61
2024-08-25,Paid Social,103930,1196,893.37,24,1424.18
2023-07-19,Paid Search,52224,1974,2391.88,81,6860.48
2024-09-28,Email,17370,443,28.37,20,1577.53
2024-03-16,Video,50707,395,467.54,8,674.1
2023-05-31,Paid Social,110687,1259,898.73,25,1371.28
2023-05-24,Paid Search,49549,1483,1879.96,56,3943.53
2023-11-07,Display,216381,906,439.37,8,569.42
2023-04-29,Display,132157,575,313.5,5,269.24
2023-09-07,Paid Search,59845,2010,2087.24,78,5205.54
2023-03-22,Video,41981,299,267.43,4,255.68
2023-05-13,Video,46809,363,320.87,5,298.7
2024-12-24,Paid Social,173011,2220,1382.58,48,2818.37
2023-06-14,Video,45268,305,308.57,5,330.16
2024-01-03,Video,48105,440,375.19,7,464.54
2024-02-22,Paid Search,60180,2086,2411.22,76,6211.91
2024-07-03,Email,18335,374,20.94,20,1549.34
2024-04-04,Video,43833,333,286.88,5,352.73
2024-02-10,Video,52765,491,447.05,9,689.56
2024-03-10,Video,53189,368,344.08,6,454.01
2024-10-14,Email,26331,589,34.16,37,2674.51
2023-04-07,Video,49708,427,362.62,5,340.09
2024-12-02,Video,83918,774,1301.62,23,1870.62
2023-08-10,Email,13750,291,16.88,14,1245.01
2024-08-13,Display,117289,497,247.39,4,242.16
2024-02-02,Paid Social,85770,854,631.82,22,1601.01
2023-03-02,Display,126385,485,266.51,4,198.79
2023-08-23,Video,38021,307,289.52,4,235.6
2023-01-28,Video,46251,365,312.53,5,381.71
2023-01-24,Display,90040,378,184.06,4,257.64
2024-06-23,Video,56185,502,524.05,8,637.8
2023-02-08,Email,15842,371,19.71,21,1979.76
2023-07-01,Paid Social,99588,1110,797.05,21,1435.16
2023-11-23,Paid Search,65057,2095,4578.34,150,12035.92
2024-10-08,Display,176768,621,307.76,7,397.36
2023-03-25,Paid Search,49316,1925,2568.86,76,6787.25
2023-02-04,Paid Social,86958,1137,810.75,24,1393.98
2023-11-23,Video,47046,370,561.52,10,964.51
2024-02-17,Video,44177,320,315.69,5,314.11
2023-04-13,Paid Search,45996,1563,1890.59,62,5233.96
2023-05-27,Paid Search,54503,1919,2406.14,75,6015.0
2024-02-07,Paid Social,89224,1105,762.07,20,1369.78
2024-07-03,Video,38408,286,263.7,6,400.32
2024-01-30,Paid Search,48892,1660,2008.75,86,5866.54
2024-01-02,Email,16065,395,20.62,19,1610.41
2024-12-11,Email,35795,867,46.64,39,
2023-08-24,Video,44888,363,301.75,6,375.62
2024-06-21,Email,19768,499,31.06,25,2290.21
2024-05-05,Paid Social,120990,1414,1203.73,34,2056.25
2024-08-23,Video,45067,325,279.46,4,222.93
2023-03-18,Email,14689,404,25.74,22,2017.6
2024-11-02,Video,74140,637,614.44,9,703.31
2024-07-11,Paid Social,99498,1214,938.36,24,1565.2
2023-11-18,Paid Search,79654,2933,3575.01,114,8557.19
2023-04-22,Paid Search,48265,1567,1731.35,52,3711.06
2024-08-11,Paid_Search,63229,2511,3019.1,96,7389.73
2024-09-03,Display,194956,783,387.66,10,579.07
2024-11-11,Email,30200,780,49.97,43,2838.16
2024-05-06,Email,18703,564,36.99,33,2684.36
2023-12-19,Video,88551,862,773.57,13,883.08
2023-01-17,Display,92121,365,171.94,4,202.86
2023-05-18,Video,39796,335,291.74,5,333.71
2023-05-17,Paid Search,63089,2351,3118.34,87,6496.87
2024-03-03,Paid Social,126742,1525,1030.37,36,2118.73
2024-10-15,Paid Search,75025,1995,2386.56,76,5462.12
2024-05-23,Video,63570,474,415.73,6,464.56
2024-08-05,Video,43190,395,361.37,7,580.7
2024-11-24,Video,85999,679,,9,639.28
2023-01-24,Email,12458,388,23.13,19,1347.29
2024-03-12,Email,20513,456,35.75,36,2788.79
2023-11-13,Paid Social,120659,1326,953.48,24,1531.31
2024-02-02,Video,41709,320,270.83,5,332.33
2024-03-17,Email,15708,389,27.6,18,1844.63
2023-03-10,Display,89267,306,152.76,3,185.37
2023-07-19,Paid Social,73918,980,709.83,18,1187.15
2023-01-03,Display,78203,279,156.83,3,198.53
2024-02-18,Display,144953,542,267.25,7,416.33
2023-08-09,Paid Search,59007,2196,2764.41,95,6639.9
2024-09-04,Display,167206,620,277.81,6,433.07
2023-07-16,Paid Social,80217,703,452.67,13,795.36
2024-04-29,Email,19970,499,29.1,22,1936.48
2024-06-19,Display,162303,703,360.12,8,532.29
2023-06-23,Video,46207,297,282.59,4,278.68
2024-10-23,Video,65793,512,410.96,5,479.57
2024-02-26,Video,41893,345,295.81,6,407.22
2024-06-17,Paid Search,61335,2063,2422.43,82,5990.04
2024-04-18,Video,50864,453,439.29,9,770.23
2024-08-29,Paid Search,57296,2123,2308.95,90,7829.68
2023-03-16,Paid Search,53420,2135,2743.77,97,7997.08
2023-10-30,Display,169332,706,345.26,7,438.12
2024-10-10,Paid Search,81665,2625,3216.09,109,8924.62
01/25/2024,Video,35835,280,266.5,4,306.05
2024-08-14,Paid Social,70738,762,530.8,15,1153.8
2023-04-25,Display,124887,544,273.33,7,361.75
2024-11-14,Display,191102,779,385.71,7,362.63
2023-04-24,Paid Search,60844,2096,2387.19,91,7232.69
2023-01-16,Email,12426,353,21.28,21,1999.57
2023-09-13,Paid Social,106768,1170,940.68,25,1563.5
2023-04-29,Email,13839,339,19.35,17,1411.43
2023-01-17,Paid Social,69677,796,630.48,14,867.87
2024-02-06,Display,134094,509,243.13,6,273.84
2023-08-11,Paid Search,61632,2099,2297.0,81,6382.79
2024-06-02,Paid Search,49024,2129,2652.65,95,6309.22
2024-09-09,Paid Social,93172,1296,852.45,32,2192.13
2023-02-10,Display,131006,464,237.65,5,319.23
2023-11-15,Video,69427,535,485.55,9,606.64
2023-07-23,Display,135051,529,269.59,5,316.18
2023-04-04,Display,116378,601,275.66,6,360.28
2024-07-27,Email,13808,338,19.21,14,1417.52
2024-01-24,Paid Social,86280,1016,671.6,21,1320.28
2023-02-05,Paid Search,44495,1824,2217.0,72,5778.84
2023-04-10,Paid Social,87397,1213,875.03,21,1274.6
2024-10-11,Display,153756,674,322.4,7,347.71
2024-01-01,Video,38132,282,263.55,4,300.8
2023-10-27,Display,188833,701,343.19,7,426.24
2024-04-30,Email,18058,445,31.23,23,2134.78
2023-12-14,Paid Search,97620,2980,3522.18,105,8281.71
2023-06-17,Paid Search,43605,1477,1986.82,78,5883.01
2024-02-13,Email,17334,395,21.42,25,2315.99
2023-04-27,Paid Search,41738,1301,1524.94,44,3686.15
2023-09-11,Video,45699,404,396.79,5,341.82
2024-06-14,Paid Search,53214,1541,2049.67,54,4203.29
2024-10-25,Paid Social,121688,1684,1073.59,32,2403.18
2023-05-08,Email,17998,485,32.08,22,1902.93
2023-11-17,Paid Search,74677,2927,3886.32,95,7182.12
2023-10-25,Paid Social,104034,937,630.95,22,1208.64
2024-03-20,Display,148515,509,234.41,4,227.97
2024-08-02,Email,21856,550,34.22,27,2259.34
2023-05-01,Display,146891,572,282.31,4,207.87
2023-07-28,Display,124192,480,256.65,4,215.08
2024-04-18,Paid Search,74560,2919,3395.8,102,8609.08
2024-06-29,Video,55968,428,336.71,6,519.52
2024-04-26,Video,45684,424,410.48,7,570.15
2024-02-08,Video,45162,349,355.47,5,362.12
2024-06-12,Display,142284,632,336.76,7,307.69
2024-11-11,Display,205576,780,422.96,8,492.03
2024-10-23,Email,19879,458,25.54,24,2064.32
2023-04-17,Email,17385,450,28.36,25,2023.05
2024-01-31,Video,40919,319,285.1,5,336.99
2023-10-29,Display,153962,610,275.9,6,299.86
2023-08-16,Paid Search,60276,2123,2555.2,84,6554.49
2024-11-05,Video,62677,516,507.74,8,666.43
2024-05-23,Email,20640,582,37.23,20,1871.62
2024-03-07,Display,179363,704,314.55,6,295.04
2023-11-14,Display,210232,919,509.86,9,478.86
2023-10-22,Paid Social,142132,1789,1397.71,37,2424.65
2023-10-25,Email,23974,630,37.45,44,4347.9
2023-07-13,Paid Search,42414,1447,1636.3,66,5165.85
2023-09-26,Display,141847,657,329.29,5,257.31
2023-03-23,Paid Search,51795,1792,2297.95,53,3631.33
2024-08-27,Video,40270,314,260.09,4,275.27
2024-09-29,Display,158741,615,303.26,8,386.25
2023-10-12,Email,16162,427,24.33,24,2109.14
2024-07-21,Video,40023,320,299.86,5,386.24
2023-01-15,Display,111179,411,206.8,4,258.73
2024-10-30,PaidSearch,68916,2604,3576.46,117,7879.79
2023-03-04,Paid Search,55072,2014,2778.63,86,7287.06
2023-11-06,Display,151921,542,292.22,5,257.68
2023-04-29,Paid Social,102973,1263,920.24,23,1730.99
2023-09-14,Email,18828,465,26.38,26,2262.59
2023-01-16,Display,104756,449,228.18,4,229.91
2024-12-04,Paid Social,158027,1881,1281.11,35,2654.84
2023-09-06,Video,55940,437,387.95,6,393.53
2024-04-05,Email,19086,478,28.07,29,2552.61
2024-12-23,Paid Social,169976,1933,1421.45,51,3475.12
2024-05-30,Paid Search,67459,2176,2417.44,105,9394.72
2024-09-15,Paid Social,131092,1935,1357.73,37,2139.93
2024-07-16,Email,16628,445,25.35,29,2368.58
2023-04-20,Paid Search,54551,1949,2157.51,87,7250.92
2024-02-29,Display,118910,432,208.96,4,248.71
2023-08-11,Email,16958,432,25.39,19,1825.27
2023-06-17,Display,134169,535,262.33,6,370.79
2023-04-12,Email,15742,360,20.83,19,1599.54
2023-12-26,Display,221982,935,419.07,10,573.22
2023-07-24,Video,39251,324,262.95,4,279.45
2023-02-10,Paid Search,50515,2035,2459.76,90,5718.73
2023-08-31,Display,116928,427,213.38,4,270.93
2024-01-25,Email,15077,380,22.34,20,1676.24
2023-10-23,Email,15482,372,24.88,17,1606.63
2024-07-04,Email,17958,391,23.49,25,2377.19
2024-08-17,Video,64662,566,569.25,11,782.11
2024-01-30,Paid Social,96397,1204,593.24,27,2126.09
2023-12-24,Paid Social,162420,1706,1265.79,34,2482.25
2023-11-08,Paid Search,69514,2262,2887.22,102,7840.83
2023-06-19,Display,114818,450,195.71,5,284.3
2024-05-15,Video,56382,426,387.41,6,373.28
2024-11-23,Display,228928,981,552.84,10,589.59
2023-04-28,Display,122700,430,229.14,4,284.47
2023-01-20,Paid Search,37401,1147,1270.86,49,3491.13
2024-11-26,paid_social,139310,1697,2222.83,61,3828.09
2024-06-24,Display,161599,634,327.32,7,374.27
2023-12-24,Paid Search,91344,3572,3773.81,149,12864.24
2023-12-27,Paid Search,87411,3198,3745.27,120,9446.84
2023-11-14,Email,27973,700,35.65,40,3367.29
2024-03-30,Email,16612,392,21.64,25,2358.96
2024-05-27,Video,39154,311,320.88,5,341.92
2023-12-27,Video,73816,618,661.79,10,594.68
2023-01-16,Video,31605,261,253.61,4,272.81
2023-10-17,Paid Search,66402,2933,3973.56,112,8232.83
2024-01-01,Display,117290,451,223.64,4,192.78
2024-01-28,Paid Search,46139,1515,1779.03,58,4203.67
2023-05-09,Paid Search,47681,1790,2531.35,73,5505.13
2023-10-06,Paid Social,124613,1637,1053.64,33,2375.22
2023-12-18,Display,235055,1029,580.7,8,423.76
